invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall
I302446,C290682,Female,68,Toys,2,71.68,Credit Card,9/10/2022,Cevahir AVM
I478116,C637526,Female,53,Clothing,2,600.16,Credit Card,17/11/2021,Metropol AVM
I285301,C410234,Female,48,Clothing,4,1200.32,Debit Card,24/02/2021,Forum Istanbul
I726304,C163660,Female,18,Food & Beverage,4,20.92,Cash,30/01/2023,Metropol AVM
I250148,C279926,Male,39,Shoes,3,1800.51,Cash,31/03/2022,Mall of Istanbul
I136995,C274184,Male,30,Toys,4,143.36,Cash,2/10/2022,Kanyon
I285128,C233762,Female,58,Cosmetics,3,121.98,Cash,28/08/2021,Istinye Park
I106900,C939036,Male,58,Clothing,3,900.24,Cash,1/6/2021,Mall of Istanbul
I278327,C319814,Female,50,Food & Beverage,1,5.23,Cash,16/01/2021,Viaport Outlet
I234705,C207636,Female,60,Technology,3,3150,Debit Card,24/06/2021,Metrocity
I192198,C104296,Male,67,Clothing,2,600.16,Cash,24/12/2022,Metrocity
I109312,C190647,Female,41,Cosmetics,4,162.64,Cash,11/3/2022,Metropol AVM
I655592,C251044,Male,45,Cosmetics,5,203.3,Debit Card,1/3/2022,Kanyon
I250090,C860582,Female,62,Food & Beverage,1,5.23,Cash,7/2/2023,Viaport Outlet
I251164,C299661,Female,19,Clothing,1,300.08,Debit Card,14/08/2022,Viaport Outlet
I297083,C150121,Female,28,Cosmetics,3,121.98,Credit Card,26/04/2021,Istinye Park
I153147,C166164,Male,59,Cosmetics,3,121.98,Debit Card,19/05/2022,Istinye Park
I333377,C415396,Female,27,Souvenir,3,35.19,Cash,23/12/2021,Istinye Park
I189852,C317422,Female,65,Toys,2,71.68,Cash,6/1/2021,Metrocity
I935697,C726840,Female,23,Clothing,3,900.24,Debit Card,26/04/2021,Kanyon
I116400,C173408,Male,43,Clothing,4,1200.32,Cash,4/4/2022,Istinye Park
I229346,C329440,Male,55,Cosmetics,5,203.3,Credit Card,10/5/2022,Emaar Square Mall
I284711,C433199,Female,35,Clothing,4,1200.32,Cash,25/11/2022,Mall of Istanbul
I236056,C297731,Female,37,Souvenir,5,58.65,Debit Card,16/09/2022,Metropol AVM
I135696,C249331,Male,52,Souvenir,2,23.46,Credit Card,3/12/2022,Metrocity
I177290,C761069,Male,44,Clothing,5,1500.4,Debit Card,7/7/2022,Metrocity
I322025,C213689,Female,69,Cosmetics,1,40.66,Cash,22/02/2021,Metropol AVM
I132472,C316164,Female,47,Food & Beverage,4,20.92,Cash,2/5/2022,Mall of Istanbul
I315336,C128379,Female,48,Shoes,5,3000.85,Credit Card,5/8/2021,Kanyon
I174158,C237468,Female,69,Clothing,5,1500.4,Debit Card,27/02/2023,Kanyon
I275351,C316791,Male,20,Cosmetics,5,203.3,Debit Card,21/10/2022,Kanyon
I122708,C161592,Female,50,Technology,5,5250,Cash,6/2/2023,Istinye Park
I161275,C276592,Female,65,Cosmetics,3,121.98,Cash,27/04/2021,Mall of Istanbul
I848287,C262409,Female,59,Clothing,1,300.08,Debit Card,15/09/2022,Kanyon
I714602,C447907,Female,55,Clothing,2,600.16,Debit Card,26/05/2022,Metropol AVM
I304378,C218957,Male,50,Cosmetics,1,40.66,Cash,7/12/2022,Forum Istanbul
I531563,C207250,Female,39,Shoes,5,3000.85,Cash,25/09/2021,Mall of Istanbul
I186024,C302430,Male,64,Technology,3,3150,Cash,13/08/2021,Kanyon
I383078,C199548,Male,23,Souvenir,5,58.65,Cash,29/06/2021,Mall of Istanbul
I258599,C172453,Female,21,Souvenir,1,11.73,Debit Card,9/3/2021,Mall of Istanbul
I120613,C255791,Male,19,Clothing,1,300.08,Credit Card,31/12/2022,Kanyon
I180148,C295925,Male,45,Books,5,75.75,Credit Card,18/09/2021,Emaar Square Mall
I179288,C291129,Male,66,Cosmetics,4,162.64,Credit Card,22/02/2023,Kanyon
I306683,C832013,Male,53,Cosmetics,3,121.98,Credit Card,3/12/2021,Metropol AVM
I819112,C317012,Female,27,Toys,3,107.52,Credit Card,27/10/2021,Metropol AVM
I110984,C816866,Female,52,Clothing,4,1200.32,Credit Card,23/07/2021,Kanyon
I162026,C134745,Female,32,Food & Beverage,4,20.92,Debit Card,3/9/2021,Kanyon
I246665,C386482,Female,26,Toys,4,143.36,Cash,14/02/2022,Metropol AVM
I197497,C175578,Male,57,Clothing,1,300.08,Credit Card,26/10/2021,Metrocity
I237740,C210383,Female,52,Food & Beverage,5,26.15,Cash,6/1/2022,Metrocity
I267096,C227724,Female,56,Toys,2,71.68,Credit Card,17/02/2023,Metrocity
I547732,C925848,Female,58,Clothing,4,1200.32,Cash,17/07/2022,Kanyon
I408236,C223316,Female,36,Shoes,2,1200.34,Cash,21/06/2021,Metrocity
I170147,C105796,Male,31,Toys,4,143.36,Credit Card,3/10/2022,Mall of Istanbul
I231538,C505712,Female,38,Food & Beverage,5,26.15,Cash,17/01/2021,Metrocity
I326549,C296261,Female,38,Toys,3,107.52,Cash,5/3/2022,Mall of Istanbul
I136463,C703658,Female,67,Shoes,5,3000.85,Cash,9/2/2023,Kanyon
I265322,C337347,Male,33,Books,1,15.15,Debit Card,22/05/2022,Metrocity
I224731,C119710,Female,51,Clothing,1,300.08,Cash,18/10/2022,Metropol AVM
I274556,C717832,Female,40,Clothing,2,600.16,Debit Card,24/09/2021,Mall of Istanbul
I840738,C314758,Male,69,Food & Beverage,4,20.92,Credit Card,11/11/2021,Metropol AVM
I268416,C144942,Female,21,Cosmetics,1,40.66,Credit Card,11/1/2023,Metrocity
I226605,C117545,Male,23,Cosmetics,1,40.66,Credit Card,16/05/2021,Emaar Square Mall
I305266,C781791,Female,63,Shoes,4,2400.68,Cash,15/11/2022,Viaport Outlet
I560543,C214868,Female,47,Souvenir,5,58.65,Cash,3/12/2022,Metrocity
I115375,C976297,Male,44,Clothing,3,900.24,Credit Card,25/05/2022,Metropol AVM
I213131,C535677,Male,35,Food & Beverage,1,5.23,Credit Card,21/06/2022,Istinye Park
I558316,C911206,Male,28,Clothing,5,1500.4,Cash,17/02/2023,Kanyon
I330428,C135512,Female,32,Cosmetics,3,121.98,Debit Card,5/10/2021,Mall of Istanbul
I242103,C299201,Female,38,Books,4,60.6,Debit Card,7/5/2022,Metrocity
I988293,C134290,Female,67,Cosmetics,3,121.98,Credit Card,18/01/2023,Metrocity
I624852,C143477,Female,56,Books,2,30.3,Cash,15/08/2021,Kanyon
I321059,C298329,Female,20,Books,2,30.3,Cash,8/8/2021,Mall of Istanbul
I214049,C190851,Male,21,Clothing,1,300.08,Cash,26/04/2022,Metrocity
I273351,C837659,Female,68,Clothing,5,1500.4,Credit Card,27/12/2021,Mall of Istanbul
I774562,C276016,Female,46,Cosmetics,4,162.64,Debit Card,2/1/2023,Forum Istanbul
I332882,C145382,Female,68,Food & Beverage,5,26.15,Credit Card,12/12/2021,Mall of Istanbul
I299030,C953392,Female,68,Cosmetics,4,162.64,Debit Card,3/12/2022,Metropol AVM
I485904,C661527,Female,20,Shoes,2,1200.34,Debit Card,13/08/2022,Istinye Park
I230889,C397242,Male,22,Clothing,1,300.08,Debit Card,5/2/2023,Mall of Istanbul
I202532,C278309,Female,24,Cosmetics,5,203.3,Cash,4/2/2021,Zorlu Center
I316793,C131625,Male,48,Clothing,5,1500.4,Debit Card,10/6/2022,Mall of Istanbul
I121100,C338358,Male,32,Toys,3,107.52,Credit Card,7/8/2021,Emaar Square Mall
I397448,C164362,Male,56,Shoes,3,1800.51,Cash,5/2/2021,Mall of Istanbul
I465558,C321949,Male,66,Technology,2,2100,Debit Card,11/10/2021,Mall of Istanbul
I212234,C115297,Female,65,Food & Beverage,5,26.15,Credit Card,28/01/2021,Kanyon
I840193,C307966,Female,34,Clothing,2,600.16,Cash,9/4/2021,Mall of Istanbul
I254302,C112362,Male,32,Food & Beverage,4,20.92,Debit Card,1/3/2021,Mall of Istanbul
I273045,C281337,Female,59,Food & Beverage,2,10.46,Cash,16/01/2022,Metropol AVM
I193338,C335499,Female,61,Cosmetics,4,162.64,Credit Card,29/09/2021,Viaport Outlet
I246790,C246633,Male,56,Toys,5,179.2,Credit Card,2/1/2023,Emaar Square Mall
I101283,C294350,Female,48,Food & Beverage,1,5.23,Credit Card,19/06/2022,Metrocity
I191296,C442075,Female,59,Clothing,1,300.08,Credit Card,12/6/2022,Emaar Square Mall
I296072,C304220,Female,60,Food & Beverage,1,5.23,Cash,27/12/2022,Kanyon
I196685,C405918,Male,50,Clothing,2,600.16,Cash,6/3/2022,Kanyon
I678423,C474124,Male,33,Cosmetics,2,81.32,Cash,10/9/2021,Kanyon
I233028,C444849,Male,51,Clothing,3,900.24,Credit Card,15/05/2022,Kanyon
I298968,C141960,Female,34,Clothing,2,600.16,Cash,18/02/2023,Kanyon
I645560,C476834,Female,63,Clothing,3,900.24,Cash,19/09/2021,Forum Istanbul
I321286,C186557,Female,59,Clothing,3,900.24,Debit Card,18/02/2021,Mall of Istanbul
I215159,C773919,Female,65,Toys,3,107.52,Cash,8/8/2022,Mall of Istanbul
I203855,C536074,Female,67,Cosmetics,4,162.64,Cash,9/6/2022,Metropol AVM
I303057,C119223,Female,55,Cosmetics,4,162.64,Credit Card,19/11/2021,Mall of Istanbul
I789286,C634994,Female,62,Cosmetics,4,162.64,Credit Card,22/07/2021,Cevahir AVM
I365741,C251918,Male,49,Shoes,2,1200.34,Credit Card,21/01/2023,Metrocity
I438616,C116672,Male,35,Food & Beverage,4,20.92,Cash,25/03/2022,Kanyon
I310938,C234869,Male,45,Shoes,3,1800.51,Debit Card,17/01/2021,Metropol AVM
I328707,C208865,Male,60,Souvenir,2,23.46,Cash,23/09/2022,Metrocity
I216958,C257653,Female,38,Clothing,4,1200.32,Debit Card,1/9/2022,Metrocity
I198284,C229927,Female,46,Clothing,5,1500.4,Credit Card,10/5/2022,Kanyon
I278326,C783393,Female,55,Clothing,2,600.16,Cash,3/3/2023,Zorlu Center
I182437,C454104,Male,24,Books,4,60.6,Debit Card,21/01/2022,Kanyon
I956109,C118103,Male,51,Clothing,3,900.24,Credit Card,14/05/2021,Forum Istanbul
I155651,C123143,Female,61,Toys,4,143.36,Credit Card,7/12/2021,Zorlu Center
I287745,C258169,Female,53,Books,2,30.3,Credit Card,18/04/2022,Kanyon
I152457,C301981,Female,28,Cosmetics,5,203.3,Credit Card,2/7/2021,Kanyon
I221272,C209785,Female,59,Cosmetics,3,121.98,Debit Card,16/12/2021,Mall of Istanbul
I246413,C302003,Female,66,Clothing,4,1200.32,Credit Card,24/06/2022,Kanyon
I251094,C268664,Male,30,Clothing,5,1500.4,Credit Card,31/12/2022,Metrocity
I150453,C192413,Female,45,Shoes,1,600.17,Credit Card,27/09/2022,Kanyon
I119024,C999810,Female,56,Cosmetics,1,40.66,Debit Card,10/5/2022,Forum Istanbul
I966762,C215352,Female,20,Toys,1,35.84,Credit Card,26/03/2021,Kanyon
I209821,C859464,Male,50,Clothing,4,1200.32,Credit Card,22/07/2021,Metrocity
I217951,C217030,Female,23,Toys,5,179.2,Credit Card,15/05/2021,Viaport Outlet
I247174,C776977,Female,66,Clothing,1,300.08,Credit Card,9/1/2021,Metropol AVM
I196219,C246891,Male,57,Clothing,5,1500.4,Cash,12/2/2021,Kanyon
I294607,C247837,Male,46,Shoes,1,600.17,Cash,28/10/2021,Kanyon
I179694,C289244,Male,24,Food & Beverage,1,5.23,Cash,6/11/2022,Mall of Istanbul
I175094,C757473,Female,25,Clothing,5,1500.4,Credit Card,7/4/2022,Mall of Istanbul
I116718,C318618,Female,28,Books,1,15.15,Debit Card,23/01/2021,Kanyon
I122495,C156887,Female,63,Food & Beverage,4,20.92,Cash,5/12/2022,Zorlu Center
I127097,C159792,Male,19,Toys,3,107.52,Credit Card,2/3/2021,Metrocity
I328746,C229837,Female,24,Clothing,2,600.16,Cash,4/8/2022,Kanyon
I542442,C215813,Female,24,Souvenir,5,58.65,Credit Card,30/12/2021,Metrocity
I126361,C214691,Female,62,Shoes,2,1200.34,Credit Card,11/7/2022,Mall of Istanbul
I136583,C965605,Male,47,Shoes,5,3000.85,Credit Card,26/03/2021,Zorlu Center
I171553,C166903,Female,53,Clothing,5,1500.4,Cash,6/4/2022,Istinye Park
I184568,C156752,Female,28,Clothing,3,900.24,Cash,17/09/2021,Kanyon
I179735,C314541,Male,36,Clothing,5,1500.4,Cash,11/10/2022,Metrocity
I795161,C384370,Male,61,Toys,4,143.36,Cash,24/09/2021,Metrocity
I329804,C175007,Female,23,Clothing,5,1500.4,Cash,11/5/2021,Mall of Istanbul
I180899,C287991,Male,63,Cosmetics,4,162.64,Cash,19/09/2022,Mall of Istanbul
I199058,C191062,Female,37,Food & Beverage,4,20.92,Cash,11/11/2021,Kanyon
I301239,C841097,Female,42,Clothing,5,1500.4,Credit Card,29/03/2021,Emaar Square Mall
I101972,C182834,Female,57,Clothing,5,1500.4,Credit Card,3/2/2022,Metrocity
I214411,C269300,Female,40,Cosmetics,2,81.32,Debit Card,20/03/2021,Kanyon
I104392,C280254,Male,26,Technology,3,3150,Cash,22/11/2021,Mall of Istanbul
I788798,C258379,Female,20,Cosmetics,3,121.98,Cash,10/2/2022,Mall of Istanbul
I309655,C176260,Male,19,Clothing,1,300.08,Cash,18/08/2022,Kanyon
I503203,C619933,Male,69,Food & Beverage,1,5.23,Cash,21/01/2022,Kanyon
I886655,C236518,Female,40,Souvenir,5,58.65,Debit Card,24/12/2022,Metropol AVM
I235317,C327978,Male,52,Clothing,2,600.16,Cash,6/5/2022,Istinye Park
I311896,C736934,Female,24,Clothing,2,600.16,Cash,3/5/2022,Metropol AVM
I443254,C246856,Female,43,Clothing,4,1200.32,Credit Card,20/02/2021,Emaar Square Mall
I288907,C243007,Male,63,Shoes,4,2400.68,Cash,14/04/2022,Mall of Istanbul
I115313,C234725,Female,58,Food & Beverage,2,10.46,Cash,18/09/2022,Metrocity
I306108,C924484,Female,43,Food & Beverage,4,20.92,Debit Card,13/01/2021,Mall of Istanbul
I111047,C148202,Female,45,Shoes,5,3000.85,Credit Card,2/3/2021,Cevahir AVM
I261282,C228743,Male,33,Cosmetics,4,162.64,Debit Card,27/08/2022,Kanyon
I138420,C151779,Female,68,Clothing,5,1500.4,Cash,13/01/2023,Metrocity
I102340,C293553,Male,37,Clothing,4,1200.32,Debit Card,20/09/2021,Istinye Park
I259633,C141068,Male,33,Toys,3,107.52,Cash,23/06/2022,Cevahir AVM
I133706,C189585,Male,67,Clothing,3,900.24,Credit Card,6/5/2022,Mall of Istanbul
I312511,C336148,Female,52,Shoes,5,3000.85,Debit Card,1/1/2023,Kanyon
I231179,C440381,Female,50,Cosmetics,3,121.98,Cash,4/5/2021,Metrocity
I107032,C493329,Female,38,Food & Beverage,5,26.15,Cash,18/10/2021,Metrocity
I255369,C287986,Male,67,Clothing,1,300.08,Credit Card,21/04/2022,Forum Istanbul
I253794,C295318,Female,48,Clothing,5,1500.4,Credit Card,22/08/2022,Mall of Istanbul
I210087,C235869,Male,49,Technology,5,5250,Credit Card,3/11/2022,Kanyon
I326354,C418785,Female,34,Souvenir,4,46.92,Credit Card,10/8/2021,Emaar Square Mall
I926221,C144669,Female,23,Food & Beverage,1,5.23,Cash,28/11/2021,Metropol AVM
I157275,C739030,Female,34,Cosmetics,1,40.66,Debit Card,6/7/2022,Kanyon
I248961,C281732,Female,24,Shoes,5,3000.85,Cash,21/02/2022,Metropol AVM
I299726,C798554,Female,46,Clothing,3,900.24,Credit Card,18/12/2022,Istinye Park
I200936,C820064,Female,23,Clothing,4,1200.32,Debit Card,6/6/2021,Metropol AVM
I243900,C190908,Female,25,Cosmetics,3,121.98,Credit Card,28/02/2021,Metrocity
I785764,C484564,Male,48,Shoes,3,1800.51,Cash,12/1/2022,Metropol AVM
I207484,C278496,Female,28,Clothing,3,900.24,Debit Card,13/07/2022,Cevahir AVM
I141211,C791001,Female,24,Books,3,45.45,Credit Card,6/1/2022,Mall of Istanbul
I153415,C159304,Female,62,Toys,5,179.2,Debit Card,26/12/2021,Metropol AVM
I210689,C134349,Female,69,Clothing,4,1200.32,Credit Card,18/12/2021,Istinye Park
I982171,C101957,Female,34,Toys,5,179.2,Cash,2/11/2021,Mall of Istanbul
I131293,C150976,Male,43,Toys,4,143.36,Cash,11/9/2021,Mall of Istanbul
I168422,C187281,Female,50,Shoes,3,1800.51,Credit Card,29/06/2022,Kanyon
I158239,C201650,Female,47,Toys,2,71.68,Cash,8/4/2022,Kanyon
I228130,C451139,Female,27,Cosmetics,4,162.64,Debit Card,12/6/2022,Zorlu Center
I194189,C722793,Male,24,Clothing,4,1200.32,Cash,28/04/2022,Emaar Square Mall
I220685,C139428,Female,35,Cosmetics,4,162.64,Debit Card,6/12/2021,Zorlu Center
I242373,C742479,Female,50,Clothing,5,1500.4,Debit Card,29/08/2022,Mall of Istanbul
I528670,C106004,Female,41,Toys,4,143.36,Cash,10/1/2022,Istinye Park
I224718,C161937,Female,29,Clothing,3,900.24,Credit Card,13/04/2022,Metropol AVM
I246425,C214768,Male,29,Clothing,2,600.16,Credit Card,17/05/2021,Kanyon
I266729,C790045,Female,49,Clothing,2,600.16,Credit Card,1/2/2023,Kanyon
I822410,C168102,Female,46,Food & Beverage,3,15.69,Credit Card,19/12/2021,Viaport Outlet
I104779,C275535,Female,44,Cosmetics,3,121.98,Credit Card,27/11/2022,Mall of Istanbul
I303346,C777939,Female,34,Clothing,3,900.24,Cash,9/11/2022,Metrocity
I234125,C707466,Male,41,Food & Beverage,1,5.23,Cash,7/5/2022,Metropol AVM
I163182,C263049,Male,42,Food & Beverage,1,5.23,Cash,22/05/2021,Metrocity
I202061,C246033,Male,51,Clothing,3,900.24,Cash,8/2/2021,Emaar Square Mall
I177678,C103949,Male,67,Clothing,3,900.24,Credit Card,8/9/2022,Mall of Istanbul
I135194,C136227,Male,21,Clothing,2,600.16,Cash,16/02/2021,Metrocity
I103923,C244317,Female,39,Clothing,1,300.08,Debit Card,22/06/2022,Metrocity
I245652,C499003,Female,43,Clothing,3,900.24,Cash,27/02/2021,Metrocity
I456681,C329568,Female,18,Clothing,2,600.16,Debit Card,24/06/2022,Kanyon
I964652,C193764,Female,36,Food & Beverage,4,20.92,Cash,1/4/2022,Mall of Istanbul
I464658,C152069,Male,69,Shoes,2,1200.34,Cash,9/1/2022,Kanyon
I523070,C214994,Male,40,Cosmetics,4,162.64,Debit Card,7/8/2022,Kanyon
I650273,C450762,Male,48,Technology,1,1050,Debit Card,19/11/2022,Istinye Park
I218726,C279325,Female,58,Clothing,2,600.16,Debit Card,16/08/2022,Viaport Outlet
I115967,C211723,Female,41,Souvenir,5,58.65,Credit Card,3/1/2023,Kanyon
I176887,C226626,Female,38,Cosmetics,5,203.3,Cash,23/03/2022,Istinye Park
I172270,C445377,Female,49,Food & Beverage,3,15.69,Credit Card,20/08/2021,Istinye Park
I225843,C184520,Male,19,Souvenir,1,11.73,Credit Card,30/04/2021,Mall of Istanbul
I149829,C609462,Female,32,Food & Beverage,3,15.69,Debit Card,18/06/2022,Metrocity
I903334,C105400,Female,26,Clothing,4,1200.32,Debit Card,17/04/2021,Metropol AVM
I963759,C388943,Male,54,Food & Beverage,5,26.15,Credit Card,20/11/2021,Mall of Istanbul
I119594,C237512,Female,37,Technology,5,5250,Cash,29/10/2021,Forum Istanbul
I222048,C934947,Male,55,Food & Beverage,3,15.69,Credit Card,19/02/2022,Emaar Square Mall
I188380,C253856,Female,21,Food & Beverage,1,5.23,Credit Card,12/3/2022,Emaar Square Mall
I998488,C186909,Male,23,Food & Beverage,4,20.92,Cash,22/08/2021,Mall of Istanbul
I279424,C337682,Male,39,Clothing,3,900.24,Credit Card,8/9/2021,Istinye Park
I210158,C649790,Male,50,Clothing,4,1200.32,Debit Card,5/8/2021,Metrocity
I251220,C287879,Female,55,Food & Beverage,1,5.23,Credit Card,13/04/2021,Metropol AVM
I806393,C287393,Male,50,Shoes,5,3000.85,Cash,8/11/2021,Metropol AVM
I295295,C116316,Female,59,Cosmetics,4,162.64,Credit Card,27/02/2021,Metropol AVM
I294038,C755303,Male,33,Cosmetics,5,203.3,Cash,13/02/2021,Mall of Istanbul
I216814,C159470,Female,25,Toys,5,179.2,Credit Card,28/04/2022,Kanyon
I685235,C137300,Female,56,Technology,1,1050,Cash,6/3/2023,Mall of Istanbul
I337780,C245028,Male,55,Clothing,1,300.08,Credit Card,17/09/2022,Istinye Park
I220667,C833274,Female,69,Clothing,4,1200.32,Cash,2/9/2022,Mall of Istanbul
I104190,C237521,Female,25,Food & Beverage,5,26.15,Cash,3/7/2021,Istinye Park
I611343,C127581,Female,60,Clothing,2,600.16,Credit Card,8/9/2022,Kanyon
I144033,C183745,Male,48,Cosmetics,4,162.64,Credit Card,4/11/2022,Metrocity
I122979,C239472,Male,64,Shoes,3,1800.51,Cash,14/01/2021,Metropol AVM
I953135,C201645,Male,42,Toys,5,179.2,Cash,4/1/2021,Zorlu Center
I412356,C119527,Male,32,Food & Beverage,5,26.15,Debit Card,31/03/2021,Mall of Istanbul
I395033,C335315,Male,26,Toys,1,35.84,Debit Card,7/3/2022,Metrocity
I676656,C213104,Female,39,Toys,3,107.52,Debit Card,11/6/2022,Mall of Istanbul
I284792,C391231,Female,69,Food & Beverage,1,5.23,Cash,25/12/2021,Metropol AVM
I555067,C165132,Female,39,Cosmetics,1,40.66,Cash,10/5/2021,Emaar Square Mall
I522629,C673236,Female,25,Clothing,4,1200.32,Debit Card,23/12/2021,Mall of Istanbul
I232088,C182473,Male,32,Cosmetics,2,81.32,Cash,6/4/2022,Kanyon
I354185,C104311,Female,23,Food & Beverage,5,26.15,Credit Card,25/12/2021,Kanyon
I111447,C256385,Male,43,Clothing,1,300.08,Cash,27/09/2021,Emaar Square Mall
I274570,C264342,Male,48,Cosmetics,4,162.64,Cash,3/10/2021,Mall of Istanbul
I329381,C824126,Female,63,Clothing,2,600.16,Cash,13/05/2021,Mall of Istanbul
I118063,C158573,Female,45,Toys,1,35.84,Cash,8/6/2022,Kanyon
I161558,C139096,Male,19,Clothing,5,1500.4,Debit Card,31/07/2021,Forum Istanbul
I122601,C148538,Male,23,Books,1,15.15,Credit Card,20/06/2022,Emaar Square Mall
I312208,C220931,Male,18,Clothing,5,1500.4,Credit Card,28/01/2023,Kanyon
I158489,C727918,Female,47,Clothing,4,1200.32,Debit Card,22/03/2022,Emaar Square Mall
I199373,C109463,Male,21,Books,4,60.6,Debit Card,10/12/2021,Istinye Park
I328873,C269972,Female,35,Clothing,1,300.08,Credit Card,22/06/2021,Emaar Square Mall
I284626,C832668,Male,21,Clothing,3,900.24,Debit Card,12/4/2021,Forum Istanbul
I317613,C311789,Male,35,Shoes,5,3000.85,Credit Card,10/5/2021,Kanyon
I173233,C686602,Female,69,Clothing,2,600.16,Cash,3/2/2022,Metrocity
I390117,C115962,Male,65,Clothing,5,1500.4,Cash,15/04/2022,Mall of Istanbul
I333182,C334675,Male,51,Souvenir,1,11.73,Cash,9/12/2021,Istinye Park
I198808,C140824,Female,69,Clothing,1,300.08,Cash,6/2/2023,Viaport Outlet
I230602,C522184,Male,47,Cosmetics,2,81.32,Credit Card,3/8/2021,Metropol AVM
I278382,C511666,Female,61,Shoes,4,2400.68,Debit Card,8/12/2021,Metrocity
I893514,C656959,Male,54,Books,1,15.15,Credit Card,14/06/2022,Istinye Park
I273779,C122192,Female,21,Clothing,5,1500.4,Credit Card,6/3/2022,Metropol AVM
I202147,C982159,Female,24,Shoes,4,2400.68,Credit Card,22/07/2022,Kanyon
I160006,C298872,Female,60,Clothing,1,300.08,Debit Card,11/3/2022,Metropol AVM
I127070,C898916,Male,60,Food & Beverage,5,26.15,Debit Card,16/08/2022,Kanyon
I248437,C169366,Female,58,Food & Beverage,4,20.92,Credit Card,25/09/2022,Metropol AVM
I874209,C268147,Female,56,Clothing,3,900.24,Cash,1/11/2021,Istinye Park
I333447,C472129,Female,50,Souvenir,3,35.19,Credit Card,15/04/2022,Emaar Square Mall
I293607,C155403,Male,45,Technology,5,5250,Cash,8/1/2021,Metrocity
I451397,C653503,Female,65,Clothing,2,600.16,Credit Card,17/01/2022,Istinye Park
I983795,C183964,Male,25,Food & Beverage,2,10.46,Cash,24/07/2022,Mall of Istanbul
I520542,C210689,Female,52,Food & Beverage,3,15.69,Cash,23/10/2022,Mall of Istanbul
I300682,C301775,Female,36,Toys,5,179.2,Cash,13/05/2022,Metropol AVM
I302558,C945959,Female,50,Shoes,3,1800.51,Credit Card,26/06/2022,Metropol AVM
I646607,C321512,Male,39,Food & Beverage,3,15.69,Credit Card,4/9/2022,Mall of Istanbul
I186640,C335539,Male,64,Clothing,5,1500.4,Credit Card,10/6/2021,Metrocity
I907479,C266409,Male,53,Souvenir,3,35.19,Debit Card,4/1/2023,Kanyon
I100991,C326660,Male,29,Shoes,5,3000.85,Debit Card,7/3/2021,Metropol AVM
I321241,C204125,Female,24,Food & Beverage,4,20.92,Cash,6/4/2021,Metropol AVM
I168637,C333353,Female,59,Clothing,5,1500.4,Cash,14/05/2021,Metropol AVM
I206339,C278621,Female,24,Souvenir,1,11.73,Cash,2/3/2021,Metrocity
I137116,C109839,Female,41,Toys,5,179.2,Credit Card,26/09/2022,Viaport Outlet
I186698,C578234,Female,40,Shoes,4,2400.68,Credit Card,3/10/2021,Kanyon
I160548,C431949,Female,33,Shoes,2,1200.34,Credit Card,1/5/2021,Kanyon
I222902,C196903,Female,59,Food & Beverage,3,15.69,Cash,10/6/2022,Kanyon
I530255,C316689,Female,62,Technology,1,1050,Debit Card,13/08/2021,Metrocity
I258793,C317554,Female,29,Clothing,5,1500.4,Cash,29/01/2023,Metrocity
I189871,C912337,Female,60,Shoes,4,2400.68,Credit Card,19/11/2022,Kanyon
